5-STAR ARTIFACTS  (grouped by set, ordered Flower>Plume>Sands>Goblet>Circlet)
=============================================================================================
ID        Slot     Name                                             MainStat         Substats
23413     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24243     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24333     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24343     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24353     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24763     Circlet  Gladiator's Triumphus                            CRIT Rate        4
24323     Circlet  Gladiator's Triumphus                            Healing Bonus    4
24363     Circlet  Gladiator's Triumphus                            Healing Bonus    4

76540     Flower   In Remembrance of Viridescent Fields             Flat HP          0
76541     Flower   In Remembrance of Viridescent Fields             Flat HP          1
76542     Flower   In Remembrance of Viridescent Fields             Flat HP          2
76543     Flower   In Remembrance of Viridescent Fields             Flat HP          3
23404     Flower   In Remembrance of Viridescent Fields             Flat HP          4
24144     Flower   In Remembrance of Viridescent Fields             Flat HP          4
24174     Flower   In Remembrance of Viridescent Fields             Flat HP          4
24274     Flower   In Remembrance of Viridescent Fields             Flat HP          4
24654     Flower   In Remembrance of Viridescent Fields             Flat HP          4
24694     Flower   In Remembrance of Viridescent Fields             Flat HP          4
76544     Flower   In Remembrance of Viridescent Fields             Flat HP          4
76520     Plume    Viridescent Arrow Feather                        Flat ATK         0
76521     Plume    Viridescent Arrow Feather                        Flat ATK         1
76522     Plume    Viridescent Arrow Feather                        Flat ATK         2
76523     Plume    Viridescent Arrow Feather                        Flat ATK         3
23402     Plume    Viridescent Arrow Feather                        Flat ATK         4
24122     Plume    Viridescent Arrow Feather                        Flat ATK         4
24142     Plume    Viridescent Arrow Feather                        Flat ATK         4
24172     Plume    Viridescent Arrow Feather                        Flat ATK         4
24272     Plume    Viridescent Arrow Feather                        Flat ATK         4
24652     Plume    Viridescent Arrow Feather                        Flat ATK         4
24692     Plume    Viridescent Arrow Feather                        Flat ATK         4
76524     Plume    Viridescent Arrow Feather                        Flat ATK         4
23405     Sands    Viridescent Venerer's Determination              ATK%             4
24275     Sands    Viridescent Venerer's Determination              ATK%             4
76550     Sands    Viridescent Venerer's Determination              Any              0
76551     Sands    Viridescent Venerer's Determination              Any              1
76552     Sands    Viridescent Venerer's Determination              Any              2
76553     Sands    Viridescent Venerer's Determination              Any              3
76554     Sands    Viridescent Venerer's Determination              Any              4
23409     Sands    Viridescent Venerer's Determination              Elemental Mastery 4
24175     Sands    Viridescent Venerer's Determination              Elemental Mastery 4
23410     Sands    Viridescent Venerer's Determination              Energy Recharge  4
24145     Sands    Viridescent Venerer's Determination              Energy Recharge  4
24655     Sands    Viridescent Venerer's Determination              Energy Recharge  4
24695     Sands    Viridescent Venerer's Determination              Energy Recharge  4
23401     Goblet   Viridescent Venerer's Vessel                     Anemo DMG        4
24121     Goblet   Viridescent Venerer's Vessel                     Anemo DMG        4
24271     Goblet   Viridescent Venerer's Vessel                     Anemo DMG        4
76510     Goblet   Viridescent Venerer's Vessel                     Any              0
76511     Goblet   Viridescent Venerer's Vessel                     Any              1
76512     Goblet   Viridescent Venerer's Vessel                     Any              2
76513     Goblet   Viridescent Venerer's Vessel                     Any              3
76514     Goblet   Viridescent Venerer's Vessel                     Any              4
23406     Goblet   Viridescent Venerer's Vessel                     Elemental Mastery 4
24141     Goblet   Viridescent Venerer's Vessel                     Elemental Mastery 4
24171     Goblet   Viridescent Venerer's Vessel                     Elemental Mastery 4
24651     Goblet   Viridescent Venerer's Vessel                     Elemental Mastery 4
24691     Goblet   Viridescent Venerer's Vessel                     Elemental Mastery 4
76530     Circlet  Viridescent Venerer's Diadem                     Any              0
76531     Circlet  Viridescent Venerer's Diadem                     Any              1
76532     Circlet  Viridescent Venerer's Diadem                     Any              2
76533     Circlet  Viridescent Venerer's Diadem                     Any              3
76534     Circlet  Viridescent Venerer's Diadem                     Any              4
23403     Circlet  Viridescent Venerer's Diadem                     CRIT Rate        4
24273     Circlet  Viridescent Venerer's Diadem                     CRIT Rate        4
23408     Circlet  Viridescent Venerer's Diadem                     Elemental Mastery 4
24143     Circlet  Viridescent Venerer's Diadem                     Elemental Mastery 4
24173     Circlet  Viridescent Venerer's Diadem                     Elemental Mastery 4
24693     Circlet  Viridescent Venerer's Diadem                     Elemental Mastery 4
24653     Circlet  Viridescent Venerer's Diadem                     HP%              4

77540     Flower   Troupe's Dawnlight                               Flat HP          0
77541     Flower   Troupe's Dawnlight                               Flat HP          1
77542     Flower   Troupe's Dawnlight                               Flat HP          2
77543     Flower   Troupe's Dawnlight                               Flat HP          3
23394     Flower   Troupe's Dawnlight                               Flat HP          4
77544     Flower   Troupe's Dawnlight                               Flat HP          4
77520     Plume    Bard's Arrow Feather                             Flat ATK         0
77521     Plume    Bard's Arrow Feather                             Flat ATK         1
77522     Plume    Bard's Arrow Feather                             Flat ATK         2
77523     Plume    Bard's Arrow Feather                             Flat ATK         3
23392     Plume    Bard's Arrow Feather                             Flat ATK         4
77524     Plume    Bard's Arrow Feather                             Flat ATK         4
23395     Sands    Concert's Final Hour                             ATK%             4
77550     Sands    Concert's Final Hour                             Any              0
77551     Sands    Concert's Final Hour                             Any              1
77552     Sands    Concert's Final Hour                             Any              2
77553     Sands    Concert's Final Hour                             Any              3
77554     Sands    Concert's Final Hour                             Any              4
23400     Sands    Concert's Final Hour                             Elemental Mastery 4
23391     Goblet   Wanderer's String-Kettle                         ATK%             4
77510     Goblet   Wanderer's String-Kettle                         Any              0
77511     Goblet   Wanderer's String-Kettle                         Any              1
77512     Goblet   Wanderer's String-Kettle                         Any              2
77513     Goblet   Wanderer's String-Kettle                         Any              3
77514     Goblet   Wanderer's String-Kettle                         Any              4
23396     Goblet   Wanderer's String-Kettle                         Dendro DMG       4
77530     Circlet  Conductor's Top Hat                              Any              0
77531     Circlet  Conductor's Top Hat                              Any              1
77532     Circlet  Conductor's Top Hat                              Any              2
77533     Circlet  Conductor's Top Hat                              Any              3
77534     Circlet  Conductor's Top Hat                              Any              4
23393     Circlet  Conductor's Top Hat                              CRIT Rate        4

78540     Flower   Heart of Frost                                   Flat HP          0
78541     Flower   Heart of Frost                                   Flat HP          1
78542     Flower   Heart of Frost                                   Flat HP          2
78543     Flower   Heart of Frost                                   Flat HP          3
23384     Flower   Heart of Frost                                   Flat HP          4
78544     Flower   Heart of Frost                                   Flat HP          4
78520     Plume    Plume of Snow                                    Flat ATK         0
78521     Plume    Plume of Snow                                    Flat ATK         1
78522     Plume    Plume of Snow                                    Flat ATK         2
78523     Plume    Plume of Snow                                    Flat ATK         3
23382     Plume    Plume of Snow                                    Flat ATK         4
78524     Plume    Plume of Snow                                    Flat ATK         4
23385     Sands    Glacial Sand                                     ATK%             4
78550     Sands    Glacial Sand                                     Any              0
78551     Sands    Glacial Sand                                     Any              1
78552     Sands    Glacial Sand                                     Any              2
78553     Sands    Glacial Sand                                     Any              3
78554     Sands    Glacial Sand                                     Any              4
78510     Goblet   Goblet of Aquilo                                 Any              0
78511     Goblet   Goblet of Aquilo                                 Any              1
78512     Goblet   Goblet of Aquilo                                 Any              2
78513     Goblet   Goblet of Aquilo                                 Any              3
78514     Goblet   Goblet of Aquilo                                 Any              4
23381     Goblet   Goblet of Aquilo                                 Cryo DMG         4
78530     Circlet  Crown of Glacier                                 Any              0
78531     Circlet  Crown of Glacier                                 Any              1
78532     Circlet  Crown of Glacier                                 Any              2
78533     Circlet  Crown of Glacier                                 Any              3
78534     Circlet  Crown of Glacier                                 Any              4
23383     Circlet  Crown of Glacier                                 CRIT Rate        4

79540     Flower   Thunderbird's Mercy                              Flat HP          0
79541     Flower   Thunderbird's Mercy                              Flat HP          1
79542     Flower   Thunderbird's Mercy                              Flat HP          2
79543     Flower   Thunderbird's Mercy                              Flat HP          3
23374     Flower   Thunderbird's Mercy                              Flat HP          4
24324     Flower   Thunderbird's Mercy                              Flat HP          4
24724     Flower   Thunderbird's Mercy                              Flat HP          4
24754     Flower   Thunderbird's Mercy                              Flat HP          4
79544     Flower   Thunderbird's Mercy                              Flat HP          4
79520     Plume    Survivor of Catastrophe                          Flat ATK         0
79521     Plume    Survivor of Catastrophe                          Flat ATK         1
79522     Plume    Survivor of Catastrophe                          Flat ATK         2
79523     Plume    Survivor of Catastrophe                          Flat ATK         3
23372     Plume    Survivor of Catastrophe                          Flat ATK         4
24242     Plume    Survivor of Catastrophe                          Flat ATK         4
24722     Plume    Survivor of Catastrophe                          Flat ATK         4
79524     Plume    Survivor of Catastrophe                          Flat ATK         4
23375     Sands    Hourglass of Thunder                             ATK%             4
24325     Sands    Hourglass of Thunder                             ATK%             4
24725     Sands    Hourglass of Thunder                             ATK%             4
24755     Sands    Hourglass of Thunder                             ATK%             4
79550     Sands    Hourglass of Thunder                             Any              0
79551     Sands    Hourglass of Thunder                             Any              1
79552     Sands    Hourglass of Thunder                             Any              2
79553     Sands    Hourglass of Thunder                             Any              3
79554     Sands    Hourglass of Thunder                             Any              4
79510     Goblet   Omen of Thunderstorm                             Any              0
79511     Goblet   Omen of Thunderstorm                             Any              1
79512     Goblet   Omen of Thunderstorm                             Any              2
79513     Goblet   Omen of Thunderstorm                             Any              3
79514     Goblet   Omen of Thunderstorm                             Any              4
23371     Goblet   Omen of Thunderstorm                             Electro DMG      4
24241     Goblet   Omen of Thunderstorm                             Electro DMG      4
24721     Goblet   Omen of Thunderstorm                             Electro DMG      4
79530     Circlet  Thunder Summoner's Crown                         Any              0
79531     Circlet  Thunder Summoner's Crown                         Any              1
79532     Circlet  Thunder Summoner's Crown                         Any              2
79533     Circlet  Thunder Summoner's Crown                         Any              3
79534     Circlet  Thunder Summoner's Crown                         Any              4
23373     Circlet  Thunder Summoner's Crown                         CRIT Rate        4
24723     Circlet  Thunder Summoner's Crown                         CRIT Rate        4
24753     Circlet  Thunder Summoner's Crown                         CRIT Rate        4

80540     Flower   Witch's Flower of Blaze                          Flat HP          0
80541     Flower   Witch's Flower of Blaze                          Flat HP          1
80542     Flower   Witch's Flower of Blaze                          Flat HP          2
80543     Flower   Witch's Flower of Blaze                          Flat HP          3
23364     Flower   Witch's Flower of Blaze                          Flat HP          4
24114     Flower   Witch's Flower of Blaze                          Flat HP          4
24234     Flower   Witch's Flower of Blaze                          Flat HP          4
24254     Flower   Witch's Flower of Blaze                          Flat HP          4
24684     Flower   Witch's Flower of Blaze                          Flat HP          4
80544     Flower   Witch's Flower of Blaze                          Flat HP          4
80520     Plume    Witch's Ever-Burning Plume                       Flat ATK         0
80521     Plume    Witch's Ever-Burning Plume                       Flat ATK         1
80522     Plume    Witch's Ever-Burning Plume                       Flat ATK         2
80523     Plume    Witch's Ever-Burning Plume                       Flat ATK         3
23362     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
24112     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
24232     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
24252     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
24682     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
80524     Plume    Witch's Ever-Burning Plume                       Flat ATK         4
23365     Sands    Witch's End Time                                 ATK%             4
24235     Sands    Witch's End Time                                 ATK%             4
24255     Sands    Witch's End Time                                 ATK%             4
24685     Sands    Witch's End Time                                 ATK%             4
80550     Sands    Witch's End Time                                 Any              0
80551     Sands    Witch's End Time                                 Any              1
80552     Sands    Witch's End Time                                 Any              2
80553     Sands    Witch's End Time                                 Any              3
80554     Sands    Witch's End Time                                 Any              4
23370     Sands    Witch's End Time                                 HP%              4
24115     Sands    Witch's End Time                                 HP%              4
80510     Goblet   Witch's Heart Flames                             Any              0
80511     Goblet   Witch's Heart Flames                             Any              1
80512     Goblet   Witch's Heart Flames                             Any              2
80513     Goblet   Witch's Heart Flames                             Any              3
80514     Goblet   Witch's Heart Flames                             Any              4
23361     Goblet   Witch's Heart Flames                             Pyro DMG         4
24111     Goblet   Witch's Heart Flames                             Pyro DMG         4
24231     Goblet   Witch's Heart Flames                             Pyro DMG         4
24251     Goblet   Witch's Heart Flames                             Pyro DMG         4
24681     Goblet   Witch's Heart Flames                             Pyro DMG         4
80530     Circlet  Witch's Scorching Hat                            Any              0
80531     Circlet  Witch's Scorching Hat                            Any              1
80532     Circlet  Witch's Scorching Hat                            Any              2
80533     Circlet  Witch's Scorching Hat                            Any              3
80534     Circlet  Witch's Scorching Hat                            Any              4
23368     Circlet  Witch's Scorching Hat                            CRIT DMG         4
24233     Circlet  Witch's Scorching Hat                            CRIT DMG         4
24253     Circlet  Witch's Scorching Hat                            CRIT DMG         4
24683     Circlet  Witch's Scorching Hat                            CRIT DMG         4
23363     Circlet  Witch's Scorching Hat                            CRIT Rate        4
24113     Circlet  Witch's Scorching Hat                            CRIT Rate        4

81540     Flower   Royal Flora                                      Flat HP          0
81541     Flower   Royal Flora                                      Flat HP          1
81542     Flower   Royal Flora                                      Flat HP          2
81543     Flower   Royal Flora                                      Flat HP          3
23354     Flower   Royal Flora                                      Flat HP          4
24264     Flower   Royal Flora                                      Flat HP          4
24634     Flower   Royal Flora                                      Flat HP          4
24644     Flower   Royal Flora                                      Flat HP          4
24674     Flower   Royal Flora                                      Flat HP          4
81544     Flower   Royal Flora                                      Flat HP          4
81520     Plume    Royal Plume                                      Flat ATK         0
81521     Plume    Royal Plume                                      Flat ATK         1
81522     Plume    Royal Plume                                      Flat ATK         2
81523     Plume    Royal Plume                                      Flat ATK         3
23352     Plume    Royal Plume                                      Flat ATK         4
24262     Plume    Royal Plume                                      Flat ATK         4
24632     Plume    Royal Plume                                      Flat ATK         4
24642     Plume    Royal Plume                                      Flat ATK         4
24672     Plume    Royal Plume                                      Flat ATK         4
81524     Plume    Royal Plume                                      Flat ATK         4
23360     Sands    Royal Pocket Watch                               ATK%             4
81550     Sands    Royal Pocket Watch                               Any              0
81551     Sands    Royal Pocket Watch                               Any              1
81552     Sands    Royal Pocket Watch                               Any              2
81553     Sands    Royal Pocket Watch                               Any              3
81554     Sands    Royal Pocket Watch                               Any              4
23355     Sands    Royal Pocket Watch                               Energy Recharge  4
24265     Sands    Royal Pocket Watch                               Energy Recharge  4
24635     Sands    Royal Pocket Watch                               Energy Recharge  4
24645     Sands    Royal Pocket Watch                               Energy Recharge  4
24675     Sands    Royal Pocket Watch                               Energy Recharge  4
23351     Goblet   Royal Silver Urn                                 ATK%             4
24261     Goblet   Royal Silver Urn                                 ATK%             4
81510     Goblet   Royal Silver Urn                                 Any              0
81511     Goblet   Royal Silver Urn                                 Any              1
81512     Goblet   Royal Silver Urn                                 Any              2
81513     Goblet   Royal Silver Urn                                 Any              3
81514     Goblet   Royal Silver Urn                                 Any              4
24671     Goblet   Royal Silver Urn                                 Electro DMG      4
23356     Goblet   Royal Silver Urn                                 HP%              4
24631     Goblet   Royal Silver Urn                                 HP%              4
24641     Goblet   Royal Silver Urn                                 HP%              4
81530     Circlet  Royal Masque                                     Any              0
81531     Circlet  Royal Masque                                     Any              1
81532     Circlet  Royal Masque                                     Any              2
81533     Circlet  Royal Masque                                     Any              3
81534     Circlet  Royal Masque                                     Any              4
23353     Circlet  Royal Masque                                     CRIT Rate        4
24263     Circlet  Royal Masque                                     CRIT Rate        4
24673     Circlet  Royal Masque                                     CRIT Rate        4
23358     Circlet  Royal Masque                                     HP%              4
24633     Circlet  Royal Masque                                     HP%              4
24643     Circlet  Royal Masque                                     HP%              4

82540     Flower   Bloodstained Flower of Iron                      Flat HP          0
82541     Flower   Bloodstained Flower of Iron                      Flat HP          1
82542     Flower   Bloodstained Flower of Iron                      Flat HP          2
82543     Flower   Bloodstained Flower of Iron                      Flat HP          3
23344     Flower   Bloodstained Flower of Iron                      Flat HP          4
24714     Flower   Bloodstained Flower of Iron                      Flat HP          4
82544     Flower   Bloodstained Flower of Iron                      Flat HP          4
82520     Plume    Bloodstained Black Plume                         Flat ATK         0
82521     Plume    Bloodstained Black Plume                         Flat ATK         1
82522     Plume    Bloodstained Black Plume                         Flat ATK         2
82523     Plume    Bloodstained Black Plume                         Flat ATK         3
23342     Plume    Bloodstained Black Plume                         Flat ATK         4
24712     Plume    Bloodstained Black Plume                         Flat ATK         4
82524     Plume    Bloodstained Black Plume                         Flat ATK         4
23345     Sands    Bloodstained Final Hour                          ATK%             4
82550     Sands    Bloodstained Final Hour                          Any              0
82551     Sands    Bloodstained Final Hour                          Any              1
82552     Sands    Bloodstained Final Hour                          Any              2
82553     Sands    Bloodstained Final Hour                          Any              3
82554     Sands    Bloodstained Final Hour                          Any              4
23350     Sands    Bloodstained Final Hour                          DEF%             4
24715     Sands    Bloodstained Final Hour                          DEF%             4
82510     Goblet   Bloodstained Chevalier's Goblet                  Any              0
82511     Goblet   Bloodstained Chevalier's Goblet                  Any              1
82512     Goblet   Bloodstained Chevalier's Goblet                  Any              2
82513     Goblet   Bloodstained Chevalier's Goblet                  Any              3
82514     Goblet   Bloodstained Chevalier's Goblet                  Any              4
23341     Goblet   Bloodstained Chevalier's Goblet                  Physical DMG     4
24711     Goblet   Bloodstained Chevalier's Goblet                  Physical DMG     4
82530     Circlet  Bloodstained Iron Mask                           Any              0
82531     Circlet  Bloodstained Iron Mask                           Any              1
82532     Circlet  Bloodstained Iron Mask                           Any              2
82533     Circlet  Bloodstained Iron Mask                           Any              3
82534     Circlet  Bloodstained Iron Mask                           Any              4
23348     Circlet  Bloodstained Iron Mask                           CRIT DMG         4
23343     Circlet  Bloodstained Iron Mask                           CRIT Rate        4
24713     Circlet  Bloodstained Iron Mask                           CRIT Rate        4

83530     Circlet  Tiara of Flame                                   Any              0
83531     Circlet  Tiara of Flame                                   Any              1
83532     Circlet  Tiara of Flame                                   Any              2
83533     Circlet  Tiara of Flame                                   Any              3
83534     Circlet  Tiara of Flame                                   Any              4

84530     Circlet  Tiara of Torrents                                Any              0
84531     Circlet  Tiara of Torrents                                Any              1
84532     Circlet  Tiara of Torrents                                Any              2
84533     Circlet  Tiara of Torrents                                Any              3
84534     Circlet  Tiara of Torrents                                Any              4

85530     Circlet  Tiara of Thunder                                 Any              0
85531     Circlet  Tiara of Thunder                                 Any              1
85532     Circlet  Tiara of Thunder                                 Any              2
85533     Circlet  Tiara of Thunder                                 Any              3
85534     Circlet  Tiara of Thunder                                 Any              4

86530     Circlet  Tiara of Gales                                   Any              0
86531     Circlet  Tiara of Gales                                   Any              1
86532     Circlet  Tiara of Gales                                   Any              2
86533     Circlet  Tiara of Gales                                   Any              3
86534     Circlet  Tiara of Gales                                   Any              4

87530     Circlet  Tiara of Frost                                   Any              0
87531     Circlet  Tiara of Frost                                   Any              1
87532     Circlet  Tiara of Frost                                   Any              2
87533     Circlet  Tiara of Frost                                   Any              3
87534     Circlet  Tiara of Frost                                   Any              4

88540     Flower   Flower of Creviced Cliff                         Flat HP          0
88541     Flower   Flower of Creviced Cliff                         Flat HP          1
88542     Flower   Flower of Creviced Cliff                         Flat HP          2
88543     Flower   Flower of Creviced Cliff                         Flat HP          3
23494     Flower   Flower of Creviced Cliff                         Flat HP          4
24744     Flower   Flower of Creviced Cliff                         Flat HP          4
88544     Flower   Flower of Creviced Cliff                         Flat HP          4
88520     Plume    Feather of Jagged Peaks                          Flat ATK         0
88521     Plume    Feather of Jagged Peaks                          Flat ATK         1
88522     Plume    Feather of Jagged Peaks                          Flat ATK         2
88523     Plume    Feather of Jagged Peaks                          Flat ATK         3
23492     Plume    Feather of Jagged Peaks                          Flat ATK         4
88524     Plume    Feather of Jagged Peaks                          Flat ATK         4
23495     Sands    Sundial of Enduring Jade                         ATK%             4
24745     Sands    Sundial of Enduring Jade                         ATK%             4
88550     Sands    Sundial of Enduring Jade                         Any              0
88551     Sands    Sundial of Enduring Jade                         Any              1
88552     Sands    Sundial of Enduring Jade                         Any              2
88553     Sands    Sundial of Enduring Jade                         Any              3
88554     Sands    Sundial of Enduring Jade                         Any              4
88510     Goblet   Goblet of Chiseled Crag                          Any              0
88511     Goblet   Goblet of Chiseled Crag                          Any              1
88512     Goblet   Goblet of Chiseled Crag                          Any              2
88513     Goblet   Goblet of Chiseled Crag                          Any              3
88514     Goblet   Goblet of Chiseled Crag                          Any              4
23491     Goblet   Goblet of Chiseled Crag                          Geo DMG          4
88530     Circlet  Mask of Solitude Basalt                          Any              0
88531     Circlet  Mask of Solitude Basalt                          Any              1
88532     Circlet  Mask of Solitude Basalt                          Any              2
88533     Circlet  Mask of Solitude Basalt                          Any              3
88534     Circlet  Mask of Solitude Basalt                          Any              4
23493     Circlet  Mask of Solitude Basalt                          CRIT Rate        4
24743     Circlet  Mask of Solitude Basalt                          CRIT Rate        4

89540     Flower   Summer Night's Bloom                             Flat HP          0
89541     Flower   Summer Night's Bloom                             Flat HP          1
89542     Flower   Summer Night's Bloom                             Flat HP          2
89543     Flower   Summer Night's Bloom                             Flat HP          3
23504     Flower   Summer Night's Bloom                             Flat HP          4
24784     Flower   Summer Night's Bloom                             Flat HP          4
89544     Flower   Summer Night's Bloom                             Flat HP          4
89520     Plume    Summer Night's Finale                            Flat ATK         0
89521     Plume    Summer Night's Finale                            Flat ATK         1
89522     Plume    Summer Night's Finale                            Flat ATK         2
89523     Plume    Summer Night's Finale                            Flat ATK         3
23502     Plume    Summer Night's Finale                            Flat ATK         4
24782     Plume    Summer Night's Finale                            Flat ATK         4
89524     Plume    Summer Night's Finale                            Flat ATK         4
23505     Sands    Summer Night's Moment                            ATK%             4
89550     Sands    Summer Night's Moment                            Any              0
89551     Sands    Summer Night's Moment                            Any              1
89552     Sands    Summer Night's Moment                            Any              2
89553     Sands    Summer Night's Moment                            Any              3
89554     Sands    Summer Night's Moment                            Any              4
23510     Sands    Summer Night's Moment                            DEF%             4
24785     Sands    Summer Night's Moment                            DEF%             4
23501     Goblet   Summer Night's Waterballoon                      ATK%             4
89510     Goblet   Summer Night's Waterballoon                      Any              0
89511     Goblet   Summer Night's Waterballoon                      Any              1
89512     Goblet   Summer Night's Waterballoon                      Any              2
89513     Goblet   Summer Night's Waterballoon                      Any              3
89514     Goblet   Summer Night's Waterballoon                      Any              4
23506     Goblet   Summer Night's Waterballoon                      Geo DMG          4
24781     Goblet   Summer Night's Waterballoon                      Geo DMG          4
89530     Circlet  Summer Night's Mask                              Any              0
89531     Circlet  Summer Night's Mask                              Any              1
89532     Circlet  Summer Night's Mask                              Any              2
89533     Circlet  Summer Night's Mask                              Any              3
89534     Circlet  Summer Night's Mask                              Any              4
23503     Circlet  Summer Night's Mask                              CRIT Rate        4
24783     Circlet  Summer Night's Mask                              CRIT Rate        4

90540     Flower   Gilded Corsage                                   Flat HP          0
90541     Flower   Gilded Corsage                                   Flat HP          1
90542     Flower   Gilded Corsage                                   Flat HP          2
90543     Flower   Gilded Corsage                                   Flat HP          3
23534     Flower   Gilded Corsage                                   Flat HP          4
24164     Flower   Gilded Corsage                                   Flat HP          4
24214     Flower   Gilded Corsage                                   Flat HP          4
90544     Flower   Gilded Corsage                                   Flat HP          4
90520     Plume    Gust of Nostalgia                                Flat ATK         0
90521     Plume    Gust of Nostalgia                                Flat ATK         1
90522     Plume    Gust of Nostalgia                                Flat ATK         2
90523     Plume    Gust of Nostalgia                                Flat ATK         3
23532     Plume    Gust of Nostalgia                                Flat ATK         4
24162     Plume    Gust of Nostalgia                                Flat ATK         4
24212     Plume    Gust of Nostalgia                                Flat ATK         4
90524     Plume    Gust of Nostalgia                                Flat ATK         4
23535     Sands    Copper Compass                                   ATK%             4
24165     Sands    Copper Compass                                   ATK%             4
90550     Sands    Copper Compass                                   Any              0
90551     Sands    Copper Compass                                   Any              1
90552     Sands    Copper Compass                                   Any              2
90553     Sands    Copper Compass                                   Any              3
90554     Sands    Copper Compass                                   Any              4
23540     Sands    Copper Compass                                   HP%              4
24215     Sands    Copper Compass                                   HP%              4
90510     Goblet   Goblet of Thundering Deep                        Any              0
90511     Goblet   Goblet of Thundering Deep                        Any              1
90512     Goblet   Goblet of Thundering Deep                        Any              2
90513     Goblet   Goblet of Thundering Deep                        Any              3
90514     Goblet   Goblet of Thundering Deep                        Any              4
23531     Goblet   Goblet of Thundering Deep                        Hydro DMG        4
24161     Goblet   Goblet of Thundering Deep                        Hydro DMG        4
24211     Goblet   Goblet of Thundering Deep                        Hydro DMG        4
90530     Circlet  Wine-Stained Tricorne                            Any              0
90531     Circlet  Wine-Stained Tricorne                            Any              1
90532     Circlet  Wine-Stained Tricorne                            Any              2
90533     Circlet  Wine-Stained Tricorne                            Any              3
90534     Circlet  Wine-Stained Tricorne                            Any              4
23538     Circlet  Wine-Stained Tricorne                            CRIT DMG         4
24163     Circlet  Wine-Stained Tricorne                            CRIT DMG         4
23533     Circlet  Wine-Stained Tricorne                            CRIT Rate        4
23537     Circlet  Wine-Stained Tricorne                            Healing Bonus    4
24213     Circlet  Wine-Stained Tricorne                            Healing Bonus    4

91540     Flower   Flower of Accolades                              Flat HP          0
91541     Flower   Flower of Accolades                              Flat HP          1
91542     Flower   Flower of Accolades                              Flat HP          2
91543     Flower   Flower of Accolades                              Flat HP          3
23544     Flower   Flower of Accolades                              Flat HP          4
24224     Flower   Flower of Accolades                              Flat HP          4
24704     Flower   Flower of Accolades                              Flat HP          4
91544     Flower   Flower of Accolades                              Flat HP          4
91520     Plume    Ceremonial War-Plume                             Flat ATK         0
91521     Plume    Ceremonial War-Plume                             Flat ATK         1
91522     Plume    Ceremonial War-Plume                             Flat ATK         2
91523     Plume    Ceremonial War-Plume                             Flat ATK         3
23542     Plume    Ceremonial War-Plume                             Flat ATK         4
24222     Plume    Ceremonial War-Plume                             Flat ATK         4
24702     Plume    Ceremonial War-Plume                             Flat ATK         4
91524     Plume    Ceremonial War-Plume                             Flat ATK         4
91550     Sands    Orichalceous Time-Dial                           Any              0
91551     Sands    Orichalceous Time-Dial                           Any              1
91552     Sands    Orichalceous Time-Dial                           Any              2
91553     Sands    Orichalceous Time-Dial                           Any              3
91554     Sands    Orichalceous Time-Dial                           Any              4
23545     Sands    Orichalceous Time-Dial                           Energy Recharge  4
24705     Sands    Orichalceous Time-Dial                           Energy Recharge  4
23550     Sands    Orichalceous Time-Dial                           HP%              4
24225     Sands    Orichalceous Time-Dial                           HP%              4
91510     Goblet   Noble's Pledging Vessel                          Any              0
91511     Goblet   Noble's Pledging Vessel                          Any              1
91512     Goblet   Noble's Pledging Vessel                          Any              2
91513     Goblet   Noble's Pledging Vessel                          Any              3
91514     Goblet   Noble's Pledging Vessel                          Any              4
23546     Goblet   Noble's Pledging Vessel                          Geo DMG          4
24221     Goblet   Noble's Pledging Vessel                          Geo DMG          4
23541     Goblet   Noble's Pledging Vessel                          HP%              4
24701     Goblet   Noble's Pledging Vessel                          HP%              4
91530     Circlet  General's Ancient Helm                           Any              0
91531     Circlet  General's Ancient Helm                           Any              1
91532     Circlet  General's Ancient Helm                           Any              2
91533     Circlet  General's Ancient Helm                           Any              3
91534     Circlet  General's Ancient Helm                           Any              4
23548     Circlet  General's Ancient Helm                           CRIT Rate        4
24223     Circlet  General's Ancient Helm                           CRIT Rate        4
23543     Circlet  General's Ancient Helm                           HP%              4
24703     Circlet  General's Ancient Helm                           HP%              4

92540     Flower   Stainless Bloom                                  Flat HP          0
92541     Flower   Stainless Bloom                                  Flat HP          1
92542     Flower   Stainless Bloom                                  Flat HP          2
92543     Flower   Stainless Bloom                                  Flat HP          3
23554     Flower   Stainless Bloom                                  Flat HP          4
24154     Flower   Stainless Bloom                                  Flat HP          4
24664     Flower   Stainless Bloom                                  Flat HP          4
92544     Flower   Stainless Bloom                                  Flat HP          4
92520     Plume    Wise Doctor's Pinion                             Flat ATK         0
92521     Plume    Wise Doctor's Pinion                             Flat ATK         1
92522     Plume    Wise Doctor's Pinion                             Flat ATK         2
